node,taxon,species,random,block_id,iteration,density,acc_ls,total_density,density_ratio,multi_sp,para
wnt,Ecdysozoan,PARTE,observed,49,1,1.0372932868971705e-05,"PARTE_XP_015927543.1,PARTE_NP_001310745.1,PARTE_NP_001310746.1,PARTE_XP_021000723.1",1.2869136515414793e-05,0.8060317688406593,WNTblock,para
wnt,Lophotrochozoan,LOTGI,observed,41,1,6.240465954791291e-05,"LOTGI_LotgiP130846,LOTGI_LotgiP167953,LOTGI_LotgiP179503,LOTGI_LotgiP130786,LOTGI_LotgiP221404",6.492248127781952e-05,0.9612180298665386,WNTblock,not_para
wnt,Lophotrochozoan,LINAN,observed,38,1,4.111588512221697e-05,"LINAN_g9562.t1,LINAN_g9563.t1,LINAN_g9565.t1",8.015370936184608e-05,0.5129629738856293,WNTblock,para
wnt,Vertebrate,MAYZE,observed,42,1,1.6505735743170752e-05,"MAYZE_XP_004548269.2,MAYZE_XP_004548258.2,MAYZE_XP_004548252.1,MAYZE_XP_004548251.1",2.703435867611297e-05,0.6105465989010088,WNTblock,not_para
wnt,Vertebrate,MAYZE,observed,44,1,1.1847885004428147e-05,"MAYZE_XP_012776620.2,MAYZE_XP_004558940.1,MAYZE_XP_012776668.1",2.703435867611297e-05,0.43825285986520207,WNTblock,not_para
wnt,Ambulacrarian,SACKO,observed,50,1,3.403477381461745e-05,"SACKO_Sakowv30025795m,SACKO_Sakowv30025832m,SACKO_Sakowv30025817m,SACKO_Sakowv30025762m",4.5191896481453364e-05,0.7531167413738707,WNTblock,not_para
wnt,Cnidarian,EXAPA,observed,19,1,7.633005114113426e-05,"EXAPA_XP_020904179.2,EXAPA_XP_020904200.1,EXAPA_XP_020904205.1",8.788036632444039e-05,0.8685677396852877,WNTblock,para
wnt,Cnidarian,NEMVE,observed,48,1,0.00014062324220947238,"NEMVE_EDO38652,NEMVE_EDO38630,NEMVE_EDO38653,NEMVE_EDO38654",6.946734796993221e-05,2.0243070495556967,WNTblock,para
wnt,Vertebrate,GALGA,observed,21,1,5.89950053353608e-06,"GALGA_XP_004944623.1,GALGA_XP_015148461.1,GALGA_XP_414338.2,GALGA_XP_015148440.1,GALGA_XP_025010488.1",1.6392497299663656e-05,0.35989028551843205,WNTblock,not_para
wnt,Vertebrate,GALGA,observed,20,1,9.694133917997321e-06,"GALGA_XP_015142329.2,GALGA_XP_004937988.1,GALGA_XP_015141287.1,GALGA_XP_015142170.1,GALGA_XP_015141621.1,GALGA_XP_004938004.1,GALGA_XP_015142138.1",1.6392497299663656e-05,0.5913762705451979,WNTblock,not_para
wnt,Vertebrate,HIPCO,observed,25,1,3.958149169448366e-05,"HIPCO_XP_019732602.1,HIPCO_XP_019732601.1,HIPCO_XP_019732539.1,HIPCO_XP_019732560.1,HIPCO_XP_019732546.1,HIPCO_XP_019732608.1,HIPCO_XP_019732578.1",4.2883822974444644e-05,0.9229935427648577,WNTblock,not_para
wnt,Vertebrate,HIPCO,observed,23,1,1.4052295618142919e-05,"HIPCO_XP_019747088.1,HIPCO_XP_019747151.1,HIPCO_XP_019747188.1",4.2883822974444644e-05,0.3276829033297002,WNTblock,not_para
wnt,Cnidarian,ACRMI,observed,2,1,5.454148789178969e-05,"ACRMI_XP_029203233.1,ACRMI_XP_029203231.1,ACRMI_XP_029203230.1",6.132959478194254e-05,0.8893175975760483,WNTblock,not_para
wnt,Ecdysozoan,ANOGA,observed,3,1,2.156871203416484e-05,"ANOGA_AGAP010283-PA,ANOGA_AGAP010286-PD,ANOGA_AGAP010289-PA,ANOGA_AGAP010290-PA,ANOGA_AGAP010295-PA",4.764031175767288e-05,0.4527407827193955,WNTblock,not_para
wnt,Ecdysozoan,TRICA,observed,52,1,5.8484092326887087e-05,"TRICA_TC033858_002,TRICA_TC010155_001,TRICA_TC033859_001",9.998276126037919e-05,0.5849417598557858,WNTblock,not_para
wnt,Ecdysozoan,DAPPU,observed,17,1,4.154434166066582e-05,"DAPPU_EFX66449,DAPPU_EFX66479,DAPPU_EFX66450",0.00015511681987659932,0.2678261564008065,WNTblock,para
wnt,Vertebrate,LATCH,observed,34,1,5.8026896917393635e-06,"LATCH_XP_005989524.1,LATCH_XP_005989498.1,LATCH_XP_014340208.1,LATCH_XP_005989502.1,LATCH_XP_005989503.1,LATCH_XP_014340217.1",7.317366677272385e-06,0.7930024485123067,WNTblock,not_para
wnt,Ecdysozoan,IXOSC,observed,33,1,1.3742965319627017e-05,"IXOSC_ISCW020384-PA,IXOSC_ISCW020389-PA,IXOSC_ISCW020392-PA",1.160428609512595e-05,1.1843008011840863,WNTblock,not_para
wnt,Cephalochordate,BRALA,observed,1,1,4.230078679463438e-05,"BRALA_BL01692_cuf22,BRALA_BL05330_evm13,BRALA_BL18400_evm0",7.258453768991132e-05,0.5827795855826448,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,observed,5,1,2.3549482696363438e-05,"ACAPL_XP_022081377.1,ACAPL_XP_022081375.1,ACAPL_XP_022081368.1,ACAPL_XP_022081224.1,ACAPL_XP_022081221.1",4.2901037783606716e-05,0.548925711661039,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,1,0.00016973894150796077,"ACAPL_XP_022079998.1,ACAPL_XP_022080002.1,ACAPL_XP_022080000.1,ACAPL_XP_022080150.1,ACAPL_XP_022080007.1",4.2901037783606716e-05,3.956522971871351,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,2,5.485033693778405e-05,"ACAPL_XP_022107337.1,ACAPL_XP_022107327.1,ACAPL_XP_022107339.1,ACAPL_XP_022107355.1,ACAPL_XP_022107347.1",4.2901037783606716e-05,1.2785317039286956,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,3,4.734773756727324e-05,"ACAPL_XP_022090574.1,ACAPL_XP_022090576.1,ACAPL_XP_022090567.1,ACAPL_XP_022090524.1,ACAPL_XP_022090542.1",4.2901037783606716e-05,1.103650168233592,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,4,7.983667696939974e-05,"ACAPL_XP_022088838.1,ACAPL_XP_022088910.1,ACAPL_XP_022088912.1,ACAPL_XP_022088727.1,ACAPL_XP_022088872.1",4.2901037783606716e-05,1.8609497833618098,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,5,7.467144563918757e-05,"ACAPL_XP_022087751.1,ACAPL_XP_022087752.1,ACAPL_XP_022087926.1,ACAPL_XP_022087930.1,ACAPL_XP_022087941.1",4.2901037783606716e-05,1.7405510331901788,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,6,3.21033012894826e-05,"ACAPL_XP_022107045.1,ACAPL_XP_022107035.1,ACAPL_XP_022107042.1,ACAPL_XP_022107046.1,ACAPL_XP_022107030.1",4.2901037783606716e-05,0.7483105991843831,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,7,4.523945242166789e-05,"ACAPL_XP_022079072.1,ACAPL_XP_022112186.1,ACAPL_XP_022112080.1,ACAPL_XP_022111256.1,ACAPL_XP_022110159.1",4.2901037783606716e-05,1.0545071811515647,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,8,7.348618459729571e-05,"ACAPL_XP_022109768.1,ACAPL_XP_022109723.1,ACAPL_XP_022109722.1,ACAPL_XP_022109725.1,ACAPL_XP_022109736.1",4.2901037783606716e-05,1.712923239012557,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,9,5.150603650747868e-05,"ACAPL_XP_022104328.1,ACAPL_XP_022103354.1,ACAPL_XP_022101382.1,ACAPL_XP_022103956.1,ACAPL_XP_022103078.1",4.2901037783606716e-05,1.2005778687050803,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,10,4.6591326765681863e-05,"ACAPL_XP_022109655.1,ACAPL_XP_022109656.1,ACAPL_XP_022109667.1,ACAPL_XP_022109688.1,ACAPL_XP_022109682.1",4.2901037783606716e-05,1.0860186413365804,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,11,2.2977307611003375e-05,"ACAPL_XP_022082069.1,ACAPL_XP_022082151.1,ACAPL_XP_022082025.1,ACAPL_XP_022082162.1,ACAPL_XP_022081861.1",4.2901037783606716e-05,0.5355886197182724,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,12,5.333475559348249e-05,"ACAPL_XP_022086171.1,ACAPL_XP_022086172.1,ACAPL_XP_022086334.1,ACAPL_XP_022086337.1,ACAPL_XP_022086335.1",4.2901037783606716e-05,1.2432043220610083,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,13,8.505715841045183e-05,"ACAPL_XP_022088639.1,ACAPL_XP_022088637.1,ACAPL_XP_022088648.1,ACAPL_XP_022088649.1,ACAPL_XP_022088608.1",4.2901037783606716e-05,1.982636383750925,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,14,7.83374553756281e-05,"ACAPL_XP_022089896.1,ACAPL_XP_022088029.1,ACAPL_XP_022088016.1,ACAPL_XP_022087985.1,ACAPL_XP_022092012.1",4.2901037783606716e-05,1.8260037384354906,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,15,4.016978428825837e-05,"ACAPL_XP_022089125.1,ACAPL_XP_022088985.1,ACAPL_XP_022088986.1,ACAPL_XP_022089104.1,ACAPL_XP_022088967.1",4.2901037783606716e-05,0.9363359574394257,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,16,5.0831088293600365e-05,"ACAPL_XP_022082657.1,ACAPL_XP_022082958.1,ACAPL_XP_022082817.1,ACAPL_XP_022082929.1,ACAPL_XP_022082658.1",4.2901037783606716e-05,1.1848451906919573,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,17,2.690217600172174e-05,"ACAPL_XP_022101932.1,ACAPL_XP_022101934.1,ACAPL_XP_022101933.1,ACAPL_XP_022101909.1,ACAPL_XP_022101938.1",4.2901037783606716e-05,0.627075180265256,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,18,2.6055372878441262e-05,"ACAPL_XP_022089794.1,ACAPL_XP_022089900.1,ACAPL_XP_022089826.1,ACAPL_XP_022089869.1,ACAPL_XP_022089948.1",4.2901037783606716e-05,0.6073366572124627,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,19,8.76775470327413e-05,"ACAPL_XP_022089921.1,ACAPL_XP_022089932.1,ACAPL_XP_022091910.1,ACAPL_XP_022088270.1,ACAPL_XP_022088238.1",4.2901037783606716e-05,2.043716226050003,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,20,0.0001348508549544204,"ACAPL_XP_022092668.1,ACAPL_XP_022092728.1,ACAPL_XP_022092637.1,ACAPL_XP_022092638.1,ACAPL_XP_022092730.1",4.2901037783606716e-05,3.1433005335350983,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,21,5.7250815824125495e-05,"ACAPL_XP_022091592.1,ACAPL_XP_022091578.1,ACAPL_XP_022091517.1,ACAPL_XP_022091516.1,ACAPL_XP_022091514.1",4.2901037783606716e-05,1.3344855691580053,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,22,7.60678017673086e-05,"ACAPL_XP_022089772.1,ACAPL_XP_022089720.1,ACAPL_XP_022089606.1,ACAPL_XP_022089663.1,ACAPL_XP_022089601.1",4.2901037783606716e-05,1.7730993397175001,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,23,6.5349985477781e-05,"ACAPL_XP_022084187.1,ACAPL_XP_022084362.1,ACAPL_XP_022084262.1,ACAPL_XP_022084240.1,ACAPL_XP_022084234.1",4.2901037783606716e-05,1.5232728356690814,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,24,8.236553825879252e-05,"ACAPL_XP_022099657.1,ACAPL_XP_022099670.1,ACAPL_XP_022098841.1,ACAPL_XP_022100252.1,ACAPL_XP_022101063.1",4.2901037783606716e-05,1.9198961730074027,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,25,3.540261625334112e-05,"ACAPL_XP_022104541.1,ACAPL_XP_022104545.1,ACAPL_XP_022104540.1,ACAPL_XP_022104547.1,ACAPL_XP_022104485.1",4.2901037783606716e-05,0.8252158475026242,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,26,3.422547744541036e-05,"ACAPL_XP_022097499.1,ACAPL_XP_022097516.1,ACAPL_XP_022098284.1,ACAPL_XP_022100704.1,ACAPL_XP_022100577.1",4.2901037783606716e-05,0.7977773782080524,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,27,7.307644526939632e-05,"ACAPL_XP_022091984.1,ACAPL_XP_022090652.1,ACAPL_XP_022090639.1,ACAPL_XP_022092860.1,ACAPL_XP_022091033.1",4.2901037783606716e-05,1.7033724367693546,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,28,0.00011589723778249952,"ACAPL_XP_022080250.1,ACAPL_XP_022080291.1,ACAPL_XP_022111639.1,ACAPL_XP_022112226.1,ACAPL_XP_022110319.1",4.2901037783606716e-05,2.7015019628915833,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,29,9.791825783835653e-05,"ACAPL_XP_022095541.1,ACAPL_XP_022095537.1,ACAPL_XP_022095539.1,ACAPL_XP_022095601.1,ACAPL_XP_022095540.1",4.2901037783606716e-05,2.282421659174243,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,30,6.259519686189413e-05,"ACAPL_XP_022104701.1,ACAPL_XP_022104678.1,ACAPL_XP_022104662.1,ACAPL_XP_022104663.1,ACAPL_XP_022104717.1",4.2901037783606716e-05,1.4590602021709815,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,31,3.808532382046578e-05,"ACAPL_XP_022109289.1,ACAPL_XP_022109279.1,ACAPL_XP_022109273.1,ACAPL_XP_022109277.1,ACAPL_XP_022109294.1",4.2901037783606716e-05,0.8877483107184622,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,32,9.818253223659809e-05,"ACAPL_XP_022088114.1,ACAPL_XP_022088119.1,ACAPL_XP_022088180.1,ACAPL_XP_022088112.1,ACAPL_XP_022088098.1",4.2901037783606716e-05,2.2885817525401553,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,33,6.199024096492238e-05,"ACAPL_XP_022085636.1,ACAPL_XP_022085761.1,ACAPL_XP_022085632.1,ACAPL_XP_022085630.1,ACAPL_XP_022085629.1",4.2901037783606716e-05,1.4449590072296574,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,34,6.051217504961998e-05,"ACAPL_XP_022083243.1,ACAPL_XP_022083194.1,ACAPL_XP_022083200.1,ACAPL_XP_022083196.1,ACAPL_XP_022083149.1",4.2901037783606716e-05,1.4105060897324682,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,35,0.00019410691408827983,"ACAPL_XP_022095911.1,ACAPL_XP_022095976.1,ACAPL_XP_022096038.1,ACAPL_XP_022096075.1,ACAPL_XP_022096085.1",4.2901037783606716e-05,4.524527240281626,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,36,5.929791271347249e-05,"ACAPL_XP_022089644.1,ACAPL_XP_022089635.1,ACAPL_XP_022089639.1,ACAPL_XP_022089693.1,ACAPL_XP_022089598.1",4.2901037783606716e-05,1.3822022910627891,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,37,6.399099006859834e-05,"ACAPL_XP_022110460.1,ACAPL_XP_022110456.1,ACAPL_XP_022110448.1,ACAPL_XP_022110451.1,ACAPL_XP_022110450.1",4.2901037783606716e-05,1.4915953873043717,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,38,4.8478804374173266e-05,"ACAPL_XP_022107477.1,ACAPL_XP_022107514.1,ACAPL_XP_022107501.1,ACAPL_XP_022107496.1,ACAPL_XP_022107500.1",4.2901037783606716e-05,1.1300147240889804,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,39,6.509447998809701e-05,"ACAPL_XP_022091526.1,ACAPL_XP_022091527.1,ACAPL_XP_022091528.1,ACAPL_XP_022091530.1,ACAPL_XP_022091596.1",4.2901037783606716e-05,1.5173171408214936,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,40,5.110790582516553e-05,"ACAPL_XP_022108405.1,ACAPL_XP_022108401.1,ACAPL_XP_022108403.1,ACAPL_XP_022108406.1,ACAPL_XP_022108417.1",4.2901037783606716e-05,1.191297657715283,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,41,3.9326063629570955e-05,"ACAPL_XP_022083269.1,ACAPL_XP_022083058.1,ACAPL_XP_022083244.1,ACAPL_XP_022083250.1,ACAPL_XP_022082975.1",4.2901037783606716e-05,0.9166692849700288,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,42,7.037000548886043e-05,"ACAPL_XP_022101405.1,ACAPL_XP_022101418.1,ACAPL_XP_022101311.1,ACAPL_XP_022101310.1,ACAPL_XP_022101307.1",4.2901037783606716e-05,1.6402867884876695,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,43,3.929822110052485e-05,"ACAPL_XP_022103007.1,ACAPL_XP_022102940.1,ACAPL_XP_022103012.1,ACAPL_XP_022102927.1,ACAPL_XP_022102934.1",4.2901037783606716e-05,0.9160202906686193,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,44,7.9155672823219e-05,"ACAPL_XP_022104724.1,ACAPL_XP_022104742.1,ACAPL_XP_022104692.1,ACAPL_XP_022104734.1,ACAPL_XP_022104723.1",4.2901037783606716e-05,1.8450759448403333,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,45,0.00011270145384875464,"ACAPL_XP_022105590.1,ACAPL_XP_022105612.1,ACAPL_XP_022105591.1,ACAPL_XP_022105592.1,ACAPL_XP_022105575.1",4.2901037783606716e-05,2.6270099669201934,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,46,7.554744919434042e-05,"ACAPL_XP_022107268.1,ACAPL_XP_022107252.1,ACAPL_XP_022107255.1,ACAPL_XP_022107256.1,ACAPL_XP_022107245.1",4.2901037783606716e-05,1.760970202525229,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,47,4.7750279680209556e-05,"ACAPL_XP_022081827.1,ACAPL_XP_022082128.1,ACAPL_XP_022081687.1,ACAPL_XP_022081688.1,ACAPL_XP_022081669.1",4.2901037783606716e-05,1.1130332072865572,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,48,8.195713641765357e-05,"ACAPL_XP_022087875.1,ACAPL_XP_022087692.1,ACAPL_XP_022087745.1,ACAPL_XP_022087746.1,ACAPL_XP_022087844.1",4.2901037783606716e-05,1.9103765468575895,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,49,2.27133349989779e-05,"ACAPL_XP_022102429.1,ACAPL_XP_022102434.1,ACAPL_XP_022102440.1,ACAPL_XP_022102406.1,ACAPL_XP_022102402.1",4.2901037783606716e-05,0.5294355608259221,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,50,0.00015041212923410144,"ACAPL_XP_022082203.1,ACAPL_XP_022082455.1,ACAPL_XP_022082370.1,ACAPL_XP_022082456.1,ACAPL_XP_022082374.1",4.2901037783606716e-05,3.5060254251373077,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,51,4.0264402912458476e-05,"ACAPL_XP_022095748.1,ACAPL_XP_022095751.1,ACAPL_XP_022095732.1,ACAPL_XP_022095739.1,ACAPL_XP_022095737.1",4.2901037783606716e-05,0.9385414664221539,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,52,4.516997461447427e-05,"ACAPL_XP_022101033.1,ACAPL_XP_022101034.1,ACAPL_XP_022101035.1,ACAPL_XP_022101037.1,ACAPL_XP_022101067.1",4.2901037783606716e-05,1.0528876910230494,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,53,3.9715410714083086e-05,"ACAPL_XP_022099635.1,ACAPL_XP_022099541.1,ACAPL_XP_022099545.1,ACAPL_XP_022099632.1,ACAPL_XP_022099557.1",4.2901037783606716e-05,0.9257447550431771,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,54,6.196042794002231e-05,"ACAPL_XP_022082086.1,ACAPL_XP_022081681.1,ACAPL_XP_022081634.1,ACAPL_XP_022082032.1,ACAPL_XP_022081992.1",4.2901037783606716e-05,1.4442640817350703,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,55,2.503981330315201e-05,"ACAPL_XP_022107129.1,ACAPL_XP_022107142.1,ACAPL_XP_022107162.1,ACAPL_XP_022107137.1,ACAPL_XP_022107135.1",4.2901037783606716e-05,0.5836645124869261,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,56,4.5144915177720485e-05,"ACAPL_XP_022108064.1,ACAPL_XP_022108068.1,ACAPL_XP_022108076.1,ACAPL_XP_022108016.1,ACAPL_XP_022108035.1",4.2901037783606716e-05,1.0523035690985358,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,57,7.178235589692053e-05,"ACAPL_XP_022102045.1,ACAPL_XP_022102037.1,ACAPL_XP_022102017.1,ACAPL_XP_022102016.1,ACAPL_XP_022102018.1",4.2901037783606716e-05,1.6732079130344466,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,58,6.736547115410525e-05,"ACAPL_XP_022087197.1,ACAPL_XP_022087204.1,ACAPL_XP_022087312.1,ACAPL_XP_022087281.1,ACAPL_XP_022087279.1",4.2901037783606716e-05,1.5702527172861735,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,59,5.450660620067152e-05,"ACAPL_XP_022093167.1,ACAPL_XP_022093082.1,ACAPL_XP_022093095.1,ACAPL_XP_022093077.1,ACAPL_XP_022092945.1",4.2901037783606716e-05,1.2705195262548987,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,60,7.574227428802263e-05,"ACAPL_XP_022106925.1,ACAPL_XP_022106926.1,ACAPL_XP_022106927.1,ACAPL_XP_022106932.1,ACAPL_XP_022106934.1",4.2901037783606716e-05,1.7655114701436234,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,61,5.611672278338945e-05,"ACAPL_XP_022080259.1,ACAPL_XP_022080256.1,ACAPL_XP_022080261.1,ACAPL_XP_022080247.1,ACAPL_XP_022080260.1",4.2901037783606716e-05,1.308050473427771,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,62,3.6271163216204345e-05,"ACAPL_XP_022098489.1,ACAPL_XP_022098521.1,ACAPL_XP_022098505.1,ACAPL_XP_022098515.1,ACAPL_XP_022098506.1",4.2901037783606716e-05,0.8454612077021649,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,63,5.309922475131863e-05,"ACAPL_XP_022096395.1,ACAPL_XP_022096393.1,ACAPL_XP_022096478.1,ACAPL_XP_022096516.1,ACAPL_XP_022096505.1",4.2901037783606716e-05,1.2377142254495492,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,64,6.453611440962363e-05,"ACAPL_XP_022098459.1,ACAPL_XP_022098464.1,ACAPL_XP_022098494.1,ACAPL_XP_022098468.1,ACAPL_XP_022098467.1",4.2901037783606716e-05,1.5043019410193401,WNTblock,not_para
wnt,Ambulacrarian,ACAPL,random,5,65,5.3631216432604717e-05,"ACAPL_XP_022093240.1,ACAPL_XP_022093245.1,ACAPL_XP_022093279.1,ACAPL_XP_022093297.1,ACAPL_XP_022093300.1",4.2901037783606716e-05,1.2501146639650336,WNTblock,not_para
